Time,Lat,Lon,Heading,TargetDist,TargetBear,MotorL,MotorR,Fix
1765531883.73,0,0,0.00,0.00,0.00,0.00,0.00,0
1765531885.74,0,0,0.00,0.00,0.00,0.00,0.00,0
1765531887.75,0,0,0.00,0.00,0.00,0.00,0.00,0
1765531889.76,0,0,0.00,0.00,0.00,0.00,0.00,0
1765531891.77,0,0,0.00,0.00,0.00,0.00,0.00,0
1765531893.78,0,0,0.00,0.00,0.00,0.00,0.00,0
1765531895.79,0,0,0.00,0.00,0.00,0.00,0.00,0
1765531897.80,0,0,0.00,0.00,0.00,0.00,0.00,0
1765531899.81,0,0,3.44,0.00,0.00,0.00,0.00,0
1765531901.82,0,0,359.75,0.00,0.00,0.00,0.00,0
1765531903.83,0,0,87.00,0.00,0.00,0.00,0.00,0
1765531905.84,0,0,90.94,0.00,0.00,0.00,0.00,0
1765531907.85,0,0,61.31,0.00,0.00,0.00,0.00,0
1765531909.85,0,0,78.19,0.00,0.00,0.00,0.00,0
1765531911.86,0,0,107.50,0.00,0.00,0.00,0.00,0
1765531913.87,0,0,73.62,0.00,0.00,0.00,0.00,0
1765531915.88,0,0,110.75,0.00,0.00,0.00,0.00,0
1765531917.89,0,0,71.00,0.00,0.00,0.00,0.00,0
1765531919.90,0,0,157.19,0.00,0.00,0.00,0.00,0
1765531921.91,0,0,154.00,0.00,0.00,0.00,0.00,0
1765531923.91,0,0,157.88,0.00,0.00,0.00,0.00,0
1765531925.92,0,0,135.12,0.00,0.00,0.00,0.00,0
1765531927.93,0,0,143.75,0.00,0.00,0.00,0.00,0
1765531929.94,0,0,195.44,0.00,0.00,0.00,0.00,0
1765531931.95,0,0,205.44,0.00,0.00,0.00,0.00,0
1765531933.95,0,0,218.12,0.00,0.00,0.00,0.00,0
1765531935.96,0,0,188.25,0.00,0.00,0.00,0.00,0
1765531937.97,0,0,172.75,0.00,0.00,0.00,0.00,0
1765531939.98,0,0,163.25,0.00,0.00,0.00,0.00,0
1765531941.99,0,0,168.38,0.00,0.00,0.00,0.00,0
1765531944.00,0,0,165.81,0.00,0.00,0.00,0.00,0
1765531946.01,0,0,179.44,0.00,0.00,0.00,0.00,0
1765531948.02,0,0,175.12,0.00,0.00,0.00,0.00,0
1765531950.03,0,0,209.25,0.00,0.00,0.00,0.00,0
1765531952.04,0,0,175.12,0.00,0.00,0.00,0.00,0
1765531954.05,0,0,163.88,0.00,0.00,0.00,0.00,0
1765531956.05,0,0,152.12,0.00,0.00,0.00,0.00,0
1765531958.06,0,0,149.75,0.00,0.00,0.00,0.00,0
1765531960.07,0,0,209.12,0.00,0.00,0.00,0.00,0
1765531962.08,0,0,221.94,0.00,0.00,0.00,0.00,0
1765531964.09,0,0,224.19,0.00,0.00,0.00,0.00,0
1765531966.09,0,0,270.19,0.00,0.00,0.00,0.00,0
1765531968.10,0,0,309.06,0.00,0.00,0.00,0.00,0
1765531970.11,0,0,301.62,0.00,0.00,0.00,0.00,0
1765531972.12,0,0,298.69,0.00,0.00,0.00,0.00,0
1765531974.13,0,0,279.81,0.00,0.00,0.00,0.00,0
1765531976.14,0,0,351.69,0.00,0.00,0.00,0.00,0
1765531978.15,0,0,251.25,0.00,0.00,0.00,0.00,0
1765531980.16,0,0,208.62,0.00,0.00,0.00,0.00,0
1765531982.17,0,0,204.88,0.00,0.00,0.00,0.00,0
1765531984.18,0,0,182.12,0.00,0.00,0.00,0.00,0
1765531986.19,0,0,204.25,0.00,0.00,0.00,0.00,0
1765531988.19,0,0,205.25,0.00,0.00,0.00,0.00,0
1765531990.20,0,0,207.94,0.00,0.00,0.00,0.00,0
1765531992.21,0,0,229.00,0.00,0.00,0.00,0.00,0
1765531994.22,0,0,243.81,0.00,0.00,0.00,0.00,0
1765531996.23,0,0,262.12,0.00,0.00,0.00,0.00,0
1765531998.24,0,0,260.75,0.00,0.00,0.00,0.00,0
1765532000.25,0,0,237.69,0.00,0.00,0.00,0.00,0
1765532002.25,0,0,214.38,0.00,0.00,0.00,0.00,0
1765532004.26,0,0,213.25,0.00,0.00,0.00,0.00,0
