Time,Phase,Pressure,Altitude,Heading,Roll,Pitch,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
1765366729.47,0,1019.26,-49.90,247.06,4.38,-2.31,0.82,0.19,9.38,0.06,0.15,0.50,3.69,1.69,-25.19
1765366729.58,0,1019.26,-49.89,243.81,1.62,-0.94,0.16,-0.17,9.36,-0.23,0.62,0.48,4.38,1.38,-25.19
1765366729.70,0,1019.26,-49.89,240.88,-1.25,-0.94,-0.44,-0.08,9.48,0.24,0.18,0.46,7.25,1.38,-23.50
1765366729.85,0,1019.26,-49.89,237.19,0.94,-1.50,0.14,0.00,9.62,-0.20,-0.61,0.44,7.25,0.38,-22.69
1765366729.98,0,1019.26,-49.90,234.19,4.38,-0.56,0.81,-0.17,9.60,0.12,-0.21,0.40,4.38,1.06,-24.00
1765366730.09,0,1019.26,-49.90,231.81,2.88,-2.06,0.49,0.06,9.14,0.23,0.59,0.35,5.50,-0.38,-24.38
1765366730.21,0,1019.26,-49.89,229.44,-1.12,-1.75,-0.18,-0.03,8.89,-0.21,0.56,0.34,7.00,-1.06,-23.06
1765366730.32,0,1019.26,-49.90,227.38,-2.56,-0.56,-0.37,-0.17,9.14,-0.04,-0.13,0.32,8.75,-1.06,-22.25
1765366730.44,0,1019.26,-49.90,225.38,0.06,-0.56,0.13,0.00,9.98,-0.04,-0.59,0.28,7.38,-1.75,-23.50
1765366730.55,0,1019.26,-49.89,223.62,3.00,-0.06,0.75,-0.13,9.18,-0.01,-0.18,0.25,7.06,-1.50,-23.19
1765366730.67,0,1019.26,-49.90,222.25,1.94,-0.38,0.54,0.00,9.53,0.05,0.52,0.20,7.06,-2.56,-23.06
1765366730.79,0,1019.26,-49.90,221.00,-1.62,0.00,-0.24,-0.08,9.73,-0.13,0.39,0.17,8.50,-3.56,-23.50
1765366730.91,0,1019.26,-49.88,219.94,-1.94,0.12,-0.31,-0.15,9.15,0.09,-0.30,0.15,10.38,-2.75,-21.88
1765366731.02,0,1019.26,-49.88,219.12,1.19,-0.50,0.41,0.05,9.81,0.03,-0.58,0.11,10.38,-3.56,-21.88
1765366731.14,0,1019.26,-49.88,218.50,3.62,-0.12,0.73,-0.08,9.43,-0.06,-0.07,0.08,8.88,-4.25,-20.56
1765366731.26,0,1019.26,-49.88,218.12,1.81,-0.31,0.23,-0.05,8.71,0.08,0.47,0.04,8.50,-4.00,-20.56
1765366731.37,0,1019.26,-49.90,218.00,-0.62,-0.31,-0.22,0.00,9.96,-0.09,0.25,0.01,7.38,-5.38,-19.75
1765366731.48,0,1019.26,-49.89,218.00,-0.19,0.06,-0.04,-0.16,9.87,0.03,-0.31,-0.02,8.06,-2.75,-17.56
1765366731.60,0,1019.26,-49.90,0.00,0.00,0.00,0.51,0.06,10.35,0.11,-0.35,-0.05,6.00,-5.00,-19.69
1765366731.71,0,1019.26,-49.89,218.69,2.88,-0.44,0.67,-0.04,10.00,-0.16,0.17,-0.08,7.75,-4.00,-19.69
1765366731.82,0,1019.26,-49.89,219.25,0.50,-0.19,0.15,-0.15,8.91,0.10,0.49,-0.10,7.06,-4.69,-21.00
1765366731.94,0,1019.26,-49.89,219.94,-1.81,-1.12,-0.28,0.05,8.31,0.07,0.18,-0.13,8.50,-5.38,-21.38
1765366732.05,0,1019.26,-49.89,220.81,-1.19,-0.44,-0.12,-0.10,8.56,-0.20,-0.35,-0.13,8.88,-6.19,-22.69
1765366732.17,0,1019.26,-49.89,221.75,1.56,0.06,0.41,-0.13,9.80,0.05,-0.45,-0.16,9.25,-5.38,-20.56
1765366732.28,0,1019.26,-49.90,222.81,2.94,-0.50,0.64,0.07,10.28,-0.00,0.05,-0.19,7.38,-5.00,-21.38
1765366732.39,0,1019.26,-49.91,224.12,1.50,0.19,0.15,-0.12,9.12,-0.15,0.31,-0.20,10.00,-5.38,-20.56
1765366732.51,0,1019.26,-49.92,225.44,0.19,0.25,-0.17,-0.07,9.24,0.11,0.00,-0.22,7.38,-5.38,-21.38
1765366732.63,0,1019.26,-49.92,227.00,1.44,-0.06,0.08,0.00,9.55,-0.05,-0.39,-0.24,8.06,-5.38,-21.00
1765366732.74,0,1019.26,-49.92,228.50,3.69,0.31,0.57,-0.13,9.63,-0.00,-0.22,-0.26,8.50,-4.88,-21.00
1765366732.85,0,1019.26,-49.92,230.31,3.44,-0.38,0.52,0.01,9.43,0.14,0.28,-0.29,6.69,-4.25,-21.88
