Time,Phase,Pressure,Altitude,Heading,Roll,Pitch,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
1765366825.55,0,1019.24,-49.73,166.50,0.69,-0.56,0.10,0.07,9.24,0.02,0.51,-0.22,-2.50,-32.69,-36.06
1765366825.67,0,1019.24,-49.72,167.88,-1.31,0.38,-0.31,-0.17,9.07,-0.19,0.08,-0.22,1.19,-32.69,-37.38
1765366825.79,0,1019.24,-49.72,169.38,-0.06,0.25,0.04,-0.10,8.86,0.25,-0.43,-0.23,0.75,-33.06,-38.19
1765366825.91,0,1019.24,-49.73,170.88,2.75,-0.75,0.51,0.04,8.83,-0.06,-0.31,-0.23,0.50,-32.25,-36.56
1765366826.03,0,1019.24,-49.76,172.44,3.19,0.00,0.51,-0.17,8.98,-0.06,0.21,-0.24,-0.56,-31.88,-35.69
1765366826.15,0,1019.24,-49.77,174.06,0.88,-0.75,0.11,0.01,10.00,0.18,0.40,-0.25,2.25,-33.75,-37.38
1765366826.26,0,1019.24,-49.79,175.69,-0.81,-0.50,-0.09,-0.02,9.97,-0.29,0.04,-0.24,4.00,-33.75,-35.69
1765366826.39,0,1019.24,-49.79,177.25,0.00,0.62,0.09,-0.22,9.17,0.10,-0.27,-0.24,5.19,-33.75,-37.75
1765366826.50,0,1019.25,-49.83,179.12,1.75,-0.38,0.49,0.17,9.24,-0.14,-0.07,-0.23,4.69,-34.06,-37.75
1765366826.64,0,1019.25,-49.86,180.69,1.25,1.81,0.33,-0.17,9.76,-0.41,0.23,-0.23,6.06,-34.06,-36.50
1765366826.76,0,1019.25,-49.87,182.12,0.00,2.44,-0.08,-0.16,9.54,0.15,0.14,-0.23,8.69,-32.38,-39.38
1765366826.87,0,1019.26,-49.90,183.50,0.44,1.50,-0.02,0.08,9.24,-0.11,-0.31,-0.23,11.19,-34.56,-38.56
1765366826.98,0,1019.26,-49.89,185.00,2.88,2.62,0.45,-0.24,9.34,-0.09,-0.32,-0.22,10.06,-35.38,-39.38
1765366827.10,0,1019.26,-49.92,186.38,3.50,1.44,0.59,-0.01,9.70,0.27,0.17,-0.23,8.88,-34.19,-39.25
1765366827.22,0,1019.26,-49.93,187.88,1.44,1.31,0.09,-0.03,10.04,-0.26,0.35,-0.22,11.75,-34.19,-38.50
1765366827.34,0,1019.26,-49.94,189.31,0.25,2.06,-0.17,-0.23,9.52,0.18,-0.09,-0.21,13.19,-33.25,-40.19
1765366827.46,0,1019.27,-49.97,190.69,1.94,0.38,0.24,0.10,9.65,0.16,-0.37,-0.20,13.19,-34.25,-38.38
1765366827.57,0,1019.27,-49.96,192.00,3.50,0.69,0.62,-0.12,9.51,-0.09,-0.00,-0.19,12.50,-34.56,-38.38
1765366827.70,0,1019.27,-49.96,193.19,2.12,-0.06,0.30,-0.08,8.94,0.30,0.39,-0.19,13.56,-33.19,-38.00
1765366827.81,0,1019.27,-49.97,194.31,-0.25,-1.38,-0.11,0.07,9.37,0.00,0.28,-0.18,14.69,-33.88,-36.75
1765366827.93,0,1019.27,-49.96,195.50,-0.50,-0.50,-0.09,-0.19,9.73,-0.05,-0.21,-0.15,17.25,-33.50,-37.19
1765366828.05,0,1019.26,-49.95,196.38,1.44,-1.12,0.41,0.01,9.58,0.18,-0.33,-0.14,16.06,-32.38,-37.19
1765366828.17,0,1019.26,-49.95,197.19,2.44,-1.06,0.52,0.01,8.44,-0.25,0.10,-0.25,16.56,-32.75,-36.69
1765366828.29,0,1019.27,-49.98,197.88,0.62,0.56,0.20,-0.18,9.03,-0.11,0.43,-0.09,17.69,-31.25,-38.00
1765366828.42,0,1019.27,-49.97,198.50,-1.81,0.50,-0.26,0.04,10.18,-0.01,0.14,-0.07,19.50,-31.00,-35.88
1765366828.54,0,1019.27,-49.99,198.88,-0.62,1.44,-0.05,-0.12,9.62,-0.20,-0.49,-0.05,21.25,-31.75,-38.38
1765366828.66,0,1019.27,-50.00,199.12,2.94,1.88,0.66,-0.08,9.98,0.09,-0.43,-0.04,19.06,-31.00,-39.56
1765366828.78,0,1019.27,-50.00,199.31,3.81,1.38,0.59,0.03,9.10,-0.08,0.26,-0.02,19.75,-31.75,-40.38
1765366828.90,0,1019.27,-50.00,199.38,0.75,2.44,0.03,-0.17,9.68,-0.12,0.47,0.01,19.75,-31.00,-40.25
1765366829.02,0,1019.27,-49.99,199.31,-0.69,1.81,-0.28,-0.02,10.03,0.23,-0.07,0.03,22.00,-30.00,-40.25
1765366829.13,0,1019.27,-49.98,199.00,1.31,1.25,0.13,0.00,8.49,-0.10,-0.48,0.06,21.00,-31.00,-39.88
1765366829.25,0,1019.27,-49.98,198.56,3.94,1.94,0.67,-0.22,8.90,0.01,-0.21,0.07,19.75,-32.06,-40.25
1765366829.37,0,1019.27,-50.00,198.06,3.12,0.69,0.55,0.03,9.86,0.26,0.41,0.08,17.56,-30.56,-40.25
1765366829.48,0,1019.27,-50.00,197.56,0.00,0.38,-0.12,0.00,10.14,-0.16,0.46,0.10,18.69,-32.88,-38.25
1765366829.59,0,1019.27,-49.99,196.81,-1.19,0.88,-0.26,-0.18,9.25,0.09,-0.14,0.11,19.75,-31.50,-37.38
1765366829.71,0,1019.27,-49.99,196.06,1.00,-0.06,0.25,0.01,9.20,0.09,-0.48,0.13,18.00,-32.19,-37.50
1765366829.82,0,1019.27,-50.00,195.12,3.31,0.12,0.69,-0.08,9.83,-0.07,-0.13,0.14,15.00,-33.00,-38.69
1765366829.94,0,1019.27,-50.00,194.25,2.19,0.06,0.39,-0.11,9.32,0.13,0.43,0.15,14.25,-33.00,-38.69
1765366830.06,0,1019.27,-49.99,193.25,-0.75,-0.88,-0.16,0.05,8.77,0.11,0.37,0.15,16.06,-34.06,-38.19
1765366830.17,0,1019.27,-49.98,192.25,-1.06,-0.56,-0.13,-0.13,11.58,-0.13,-0.22,0.16,15.00,-34.38,-34.56
1765366830.28,0,1019.27,-49.98,191.25,1.31,-1.00,0.53,0.04,11.66,0.19,-0.41,0.17,14.69,-33.00,-36.50
1765366830.40,0,1019.26,-49.89,190.06,2.62,-0.50,0.70,0.11,9.74,-0.44,0.12,0.19,12.50,-32.69,-37.00
1765366830.51,0,1019.26,-49.90,188.81,0.19,2.31,0.27,-0.33,8.79,-0.20,0.55,0.20,12.75,-32.00,-40.38
1765366830.63,0,1019.25,-49.81,187.75,-2.88,1.25,-0.39,-0.07,8.27,0.34,0.31,0.19,13.19,-30.75,-38.69
1765366830.75,0,1019.25,-49.80,186.50,-2.56,0.38,-0.31,0.04,8.85,-0.15,-0.43,0.19,13.06,-31.56,-37.38
1765366830.86,0,1019.23,-49.71,185.31,1.44,1.62,0.42,-0.21,8.89,-0.08,-0.70,0.18,9.00,-30.50,-39.50
1765366830.98,0,1019.23,-49.70,184.06,4.25,0.75,0.85,0.03,9.55,0.29,-0.07,0.17,7.56,-32.06,-40.25
1765366831.09,0,1019.23,-49.64,183.00,2.19,0.19,0.23,-0.02,10.86,-0.13,0.61,0.18,5.69,-31.69,-39.06
1765366831.21,0,1019.22,-49.57,181.81,-1.00,0.81,-0.40,-0.26,8.58,0.06,0.20,0.18,8.38,-32.06,-37.38
1765366831.33,0,1019.22,-49.57,180.69,-0.25,-0.69,-0.20,-0.03,7.80,0.33,-0.44,0.18,7.19,-32.75,-38.19
1765366831.45,0,1019.21,-49.50,179.44,3.44,-1.44,0.57,0.06,8.65,-0.11,-0.52,0.19,4.69,-32.75,-36.19
1765366831.57,0,1019.21,-49.47,178.38,4.38,-0.19,0.95,-0.06,9.16,-0.15,0.36,0.18,1.25,-33.25,-37.00
1765366831.68,0,1019.21,-49.48,177.25,-0.62,0.31,0.04,0.06,10.53,-0.02,1.01,0.16,2.25,-32.19,-37.38
1765366831.80,0,1019.21,-49.48,176.19,-4.12,2.88,-0.93,-0.25,11.28,-0.78,-0.35,0.15,6.06,-32.19,-37.00
1765366831.92,0,1019.20,-49.41,175.12,1.62,3.81,0.76,-0.51,11.28,0.86,-1.04,0.09,2.25,-29.69,-40.19
1765366832.04,0,1019.20,-49.40,174.25,3.88,-0.56,1.48,0.45,10.04,-0.23,0.67,0.12,-0.88,-33.00,-36.06
1765366832.16,0,1019.18,-49.28,173.44,-3.75,1.06,-0.22,-0.69,10.08,0.19,1.34,0.13,-0.56,-34.50,-36.56
1765366832.27,0,1019.18,-49.29,173.25,-8.00,-4.62,-1.47,0.04,10.14,1.13,-0.10,0.08,3.75,-33.00,-36.06
1765366832.39,0,1019.16,-49.11,173.25,-1.06,-8.38,-0.14,-0.01,9.32,0.12,-1.87,0.14,2.56,-36.69,-33.88
1765366832.50,0,1019.16,-49.10,172.94,10.31,-11.88,1.41,-0.33,8.47,1.20,-1.10,0.18,-2.19,-37.69,-35.00
1765366832.62,0,1019.14,-48.93,171.19,12.62,-18.12,1.20,0.37,6.63,0.42,0.55,0.22,-10.25,-38.88,-31.38
1765366832.73,0,1019.14,-48.93,168.69,6.88,-16.06,0.11,0.32,7.53,-0.91,1.21,0.26,-7.75,-38.88,-31.56
1765366832.85,0,1019.13,-48.83,166.44,1.75,-6.88,-0.70,-0.14,8.56,-1.70,0.38,0.37,-6.06,-33.19,-37.69
1765366832.96,0,1019.12,-48.79,164.19,2.94,3.12,0.14,-0.33,9.21,-1.18,35.19,0.32,-4.00,-26.25,-43.25
1765366833.08,0,1019.12,-48.79,162.62,4.94,8.38,1.12,-0.16,8.02,-0.65,0.03,0.23,-6.38,-14.50,-45.25
1765366833.19,0,1019.13,-48.85,161.75,1.19,10.75,0.55,-0.47,6.62,0.05,1.03,0.17,-5.50,-10.19,-44.56
1765366833.30,0,1019.13,-48.85,161.81,-6.81,7.25,0.11,-0.01,8.53,0.75,1.29,0.05,1.00,-9.69,-43.75
1765366833.42,0,1019.14,-48.95,162.31,-13.06,5.38,-0.64,0.14,9.77,-0.16,0.56,-0.04,6.00,-11.88,-41.06
1765366833.53,0,1019.14,-48.95,162.75,-12.00,5.31,-0.81,-0.45,8.85,0.44,-0.86,-0.10,9.19,-10.19,-38.56
1765366833.65,0,1019.16,-49.11,163.50,-3.19,1.00,-0.21,0.20,6.51,0.58,-1.82,-0.09,6.50,-11.25,-37.38
1765366833.77,0,1019.16,-49.11,164.25,9.00,1.19,1.15,0.24,8.80,-0.69,-1.65,-0.16,1.38,-14.25,-37.38
1765366833.88,0,1019.19,-49.30,166.12,13.50,5.69,2.19,-0.33,9.15,-0.53,0.54,-0.29,-6.38,-9.69,-36.75
1765366833.99,0,1019.22,-49.56,169.00,3.88,6.50,0.32,-0.03,8.07,-0.04,2.13,-0.36,-4.00,-8.19,-37.06
1765366834.11,0,1019.22,-49.56,171.94,-4.94,7.62,-2.05,-0.79,11.96,0.30,-0.12,-0.43,2.25,-6.69,-35.88
1765366834.24,0,1019.24,-49.74,174.69,4.19,-2.00,1.34,0.66,9.44,1.73,-1.61,-0.34,7.38,-6.06,-35.69
1765366834.35,0,1019.24,-49.74,176.75,6.56,-2.88,1.91,0.39,8.66,-1.05,0.77,-0.27,0.88,-10.19,-36.75
1765366834.49,0,1019.26,-49.89,178.75,-4.12,3.06,-0.50,-0.92,10.11,0.44,1.44,-0.25,4.25,-5.38,-39.06
1765366834.61,0,1019.26,-49.88,181.12,-7.75,-1.62,-1.13,0.38,10.41,0.47,-0.62,-0.31,14.25,-1.69,-34.88
1765366834.73,0,1019.27,-50.00,183.31,-0.19,-0.06,0.56,0.04,10.32,-0.78,-1.36,-0.33,7.19,-4.75,-37.56
1765366834.84,0,1019.28,-50.10,185.62,4.88,2.19,1.59,-0.36,11.47,0.29,-0.13,-0.42,3.56,-1.19,-39.19
1765366834.95,0,1019.28,-50.11,188.25,1.38,-0.06,0.38,0.18,8.58,0.11,1.00,-0.46,3.69,0.25,-38.88
1765366835.07,0,1019.29,-50.18,191.31,-4.44,1.62,-0.66,-0.23,9.96,-0.45,0.55,-0.45,6.06,-1.38,-38.50
1765366835.18,0,1019.29,-50.18,194.12,-3.75,1.94,-0.51,-0.27,9.12,0.40,-0.61,-0.47,7.19,0.06,-36.25
1765366835.29,0,1019.30,-50.24,196.81,0.38,-0.69,0.00,0.37,7.32,-0.05,2.26,-0.26,3.88,-0.88,-37.56
1765366835.41,0,1019.30,-50.24,198.00,-6.00,1.81,-0.98,-0.56,9.78,-0.22,-1.52,-0.13,7.69,-0.38,-35.88
1765366835.53,0,1019.30,-50.25,198.94,-4.25,0.88,-0.57,-0.13,8.38,0.47,-0.11,-0.17,5.88,1.56,-36.56
1765366835.64,0,1019.30,-50.25,199.19,-5.75,0.75,-0.65,-0.10,9.19,-0.23,0.04,0.06,6.56,1.19,-36.06
1765366835.75,0,1019.30,-50.24,198.56,-5.81,1.31,-0.89,-0.18,9.37,-0.02,0.02,0.10,7.38,2.00,-35.75
1765366835.87,0,1019.30,-50.24,198.25,-5.81,1.50,-0.81,-0.25,9.44,-0.06,-0.00,-0.03,9.25,3.75,-32.75
1765366835.98,0,1019.30,-50.25,198.31,-5.81,1.56,-0.88,-0.22,9.65,0.03,-0.00,-0.00,9.00,5.19,-35.00
1765366836.09,0,1019.30,-50.24,198.31,-5.75,1.31,-0.84,-0.11,9.43,0.03,0.00,0.00,10.38,3.75,-31.56
1765366836.21,0,1019.30,-50.23,198.31,-5.75,1.25,-0.84,-0.13,9.43,-0.03,-0.00,0.00,10.00,4.19,-34.19
1765366836.32,0,1019.30,-50.25,198.31,-5.69,1.44,-0.82,-0.18,9.40,-0.03,0.00,-0.00,9.69,4.19,-33.25
1765366836.44,0,1019.30,-50.25,198.31,-5.69,1.56,-0.89,-0.22,9.55,0.00,-0.00,-0.00,10.75,4.50,-34.19
1765366836.55,0,1019.30,-50.26,198.31,-5.62,1.50,-0.85,-0.16,9.46,0.01,0.00,0.00,9.00,4.19,-33.69
1765366836.67,0,1019.30,-50.26,198.31,-5.62,1.50,-0.87,-0.19,9.51,-0.01,0.00,0.00,9.00,4.19,-33.38
1765366836.78,0,1019.30,-50.25,198.31,-5.62,1.50,-0.85,-0.19,9.49,-0.01,0.00,0.00,9.69,4.50,-34.19
1765366836.90,0,1019.30,-50.24,198.31,-5.62,1.50,-0.85,-0.19,9.46,0.01,0.00,0.00,10.00,3.38,-34.56
1765366837.01,0,1019.30,-50.24,198.31,-5.62,1.50,-0.82,-0.17,9.40,0.00,0.00,-0.00,10.38,4.50,-32.06
1765366837.13,0,1019.30,-50.25,198.31,-5.62,1.50,-0.84,-0.22,9.40,0.01,0.00,-0.00,10.00,3.75,-34.19
1765366837.24,0,1019.30,-50.25,198.31,-5.62,1.38,-0.86,-0.19,9.51,0.03,-0.00,0.00,9.69,3.75,-34.19
1765366837.36,0,1019.30,-50.25,198.31,-5.62,1.19,-0.85,-0.12,9.44,0.03,0.00,-0.00,9.69,4.19,-33.69
1765366837.48,0,1019.30,-50.25,198.31,-5.62,1.19,-0.85,-0.11,9.48,-0.03,0.00,0.00,10.38,4.50,-34.19
1765366837.59,0,1019.30,-50.24,198.31,-5.62,1.44,-0.84,-0.19,9.44,-0.04,-0.00,0.00,9.38,5.19,-34.56
1765366837.70,0,1019.30,-50.25,198.31,-5.62,1.62,-0.85,-0.23,9.45,-0.01,0.00,-0.00,10.38,3.00,-33.69
1765366837.82,0,1019.30,-50.26,198.31,-5.62,1.62,-0.84,-0.20,9.46,-0.00,0.00,-0.00,8.19,4.19,-33.69
1765366837.93,0,1019.30,-50.26,198.31,-5.62,1.62,-0.85,-0.22,9.47,0.02,0.00,0.00,9.38,4.88,-33.69
1765366838.05,0,1019.30,-50.25,198.31,-5.62,1.50,-0.84,-0.17,9.47,0.00,0.00,-0.00,10.00,3.75,-33.69
1765366838.16,0,1019.30,-50.24,198.31,-5.62,1.56,-0.88,-0.23,9.46,-0.02,0.00,-0.00,9.38,4.88,-34.56
1765366838.28,0,1019.30,-50.24,198.25,-5.62,1.69,-0.86,-0.22,9.45,-0.00,-0.00,-0.00,9.69,4.19,-34.19
1765366838.39,0,1019.30,-50.22,198.25,-5.62,1.69,-0.84,-0.20,9.50,0.01,0.00,0.00,10.75,3.75,-33.25
1765366838.51,0,1019.30,-50.23,198.25,-5.62,1.69,-0.86,-0.21,9.46,-0.02,0.00,-0.00,9.69,4.88,-34.56
1765366838.62,0,1019.30,-50.24,198.25,-5.62,1.81,-0.83,-0.26,9.42,-0.01,0.00,-0.00,10.00,4.19,-35.38
1765366838.74,0,1019.30,-50.24,198.25,-5.62,1.81,-0.84,-0.25,9.43,0.00,-0.00,0.00,8.56,5.19,-34.56
1765366838.85,0,1019.30,-50.25,198.25,-5.62,1.81,-0.86,-0.24,9.49,-0.01,0.00,0.00,9.69,4.19,-35.06
1765366838.97,0,1019.30,-50.25,198.25,-5.62,1.81,-0.82,-0.28,9.47,0.00,0.00,0.00,10.75,4.88,-32.50
1765366839.08,0,1019.30,-50.27,198.25,-5.62,1.81,-0.83,-0.25,9.44,0.01,0.00,0.00,9.69,4.50,-33.75
1765366839.19,0,1019.30,-50.27,198.25,-5.62,1.81,-0.84,-0.26,9.49,-0.00,0.00,-0.00,9.38,3.75,-33.69
1765366839.31,0,1019.30,-50.26,198.25,-5.62,1.81,-0.84,-0.26,9.47,0.01,0.00,0.00,8.56,5.56,-34.56
1765366839.43,0,1019.30,-50.25,198.25,-5.62,1.75,-0.83,-0.21,9.44,0.01,-0.00,0.00,9.38,4.50,-33.25
1765366839.54,0,1019.30,-50.26,198.25,-5.62,1.75,-0.85,-0.22,9.45,0.01,-0.00,-0.00,9.00,4.50,-32.88
1765366839.66,0,1019.30,-50.26,198.25,-5.62,1.75,-0.84,-0.22,9.46,-0.01,-0.00,0.00,9.69,3.75,-34.19
1765366839.77,0,1019.30,-50.25,198.25,-5.62,1.81,-0.86,-0.24,9.48,0.00,0.00,0.00,9.69,4.50,-32.50
1765366839.90,0,1019.30,-50.26,198.25,-5.62,1.81,-0.86,-0.21,9.46,0.00,-0.00,0.00,10.75,3.00,-34.19
1765366840.02,0,1019.30,-50.25,198.25,-5.62,1.88,-0.86,-0.26,9.48,-0.02,-0.00,0.00,10.38,4.19,-34.56
1765366840.14,0,1019.30,-50.25,198.25,-5.62,1.88,-0.85,-0.27,9.50,0.02,-0.00,0.00,9.69,3.75,-33.25
