Timestamp,Lat,Lon,Heading,Dist,TargetAngle,L_Speed,R_Speed,Fix
2026-02-24 18:25:31,35.707131,139.703996,239.31,42.92,99.39,0.35,-0.35,1
2026-02-24 18:25:31,35.707131,139.703998,233.31,42.74,99.43,0.35,-0.35,1
2026-02-24 18:25:32,35.70713,139.704,220.56,42.55,99.32,0.35,-0.35,1
2026-02-24 18:25:32,35.707126,139.704005,205.81,42.03,98.83,0.35,-0.35,1
2026-02-24 18:25:32,35.707123,139.704013,192.75,41.27,98.52,0.35,-0.35,1
2026-02-24 18:25:32,35.707121,139.704015,183.88,41.06,98.25,0.34,-0.34,1
2026-02-24 18:25:32,35.707121,139.704018,172.81,40.79,98.31,0.30,-0.30,1
2026-02-24 18:25:33,35.70712,139.704023,162.81,40.33,98.24,0.26,-0.26,1
2026-02-24 18:25:33,35.707121,139.704023,155.06,40.34,98.40,0.23,-0.23,1
2026-02-24 18:25:33,35.707123,139.704025,145.44,40.20,98.75,0.19,-0.19,1
2026-02-24 18:25:33,35.707121,139.70403,136.50,39.72,98.53,0.15,-0.15,1
2026-02-24 18:25:33,35.70712,139.704033,125.50,39.43,98.43,0.11,-0.11,1
2026-02-24 18:25:34,35.70712,139.704036,113.19,39.16,98.49,0.06,-0.06,1
2026-02-24 18:25:34,35.707118,139.70404,102.19,38.77,98.24,0.52,0.48,1
2026-02-24 18:25:34,35.707116,139.704043,97.62,38.48,97.97,0.50,0.50,1
2026-02-24 18:25:34,35.707116,139.704046,98.25,38.21,98.03,0.50,0.50,1
2026-02-24 18:25:34,35.707116,139.704048,99.06,38.03,98.07,0.50,0.50,1
2026-02-24 18:25:35,35.707116,139.704051,99.75,37.76,98.13,0.51,0.49,1
2026-02-24 18:25:35,35.707116,139.704053,100.62,37.58,98.16,0.51,0.49,1
2026-02-24 18:25:35,35.707116,139.704056,101.75,37.31,98.22,0.51,0.49,1
2026-02-24 18:25:35,35.707116,139.704058,102.94,37.13,98.26,0.52,0.48,1
2026-02-24 18:25:35,35.707116,139.704061,104.19,36.87,98.32,0.52,0.48,1
2026-02-24 18:25:36,35.707115,139.704066,104.12,36.40,98.25,0.52,0.48,1
2026-02-24 18:25:36,35.707115,139.70407,104.12,36.05,98.34,0.52,0.48,1
2026-02-24 18:25:36,35.707115,139.704071,103.69,35.96,98.36,0.52,0.48,1
2026-02-24 18:25:36,35.707115,139.704073,103.06,35.78,98.40,0.52,0.48,1
2026-02-24 18:25:37,35.707113,139.704075,103.25,35.57,98.09,0.52,0.48,1
2026-02-24 18:25:37,35.707113,139.704076,103.25,35.48,98.11,0.52,0.48,1
2026-02-24 18:25:37,35.707111,139.704078,103.50,35.27,97.79,0.52,0.48,1
2026-02-24 18:25:37,35.70711,139.70408,103.94,35.07,97.65,0.53,0.47,1
2026-02-24 18:25:37,35.70711,139.704081,104.31,34.99,97.67,0.53,0.47,1
2026-02-24 18:25:38,35.707108,139.704085,104.81,34.60,97.39,0.53,0.47,1
2026-02-24 18:25:38,35.707108,139.704086,105.38,34.51,97.41,0.53,0.47,1
2026-02-24 18:25:38,35.707106,139.704088,105.75,34.30,97.08,0.53,0.47,1
2026-02-24 18:25:38,35.707105,139.704091,105.31,34.02,96.95,0.53,0.47,1
2026-02-24 18:25:38,35.707105,139.704091,104.31,34.02,96.95,0.53,0.47,1
2026-02-24 18:25:39,35.707105,139.70409,103.56,34.11,96.93,0.53,0.47,1
2026-02-24 18:25:39,35.707106,139.70409,103.12,34.12,97.11,0.52,0.48,1
2026-02-24 18:25:39,35.707106,139.704088,103.00,34.30,97.08,0.52,0.48,1
2026-02-24 18:25:39,35.707106,139.704088,102.81,34.30,97.08,0.52,0.48,1
2026-02-24 18:25:39,35.707106,139.704088,103.12,34.30,97.08,0.52,0.48,1
2026-02-24 18:25:40,35.707106,139.704088,102.94,34.30,97.08,0.52,0.48,1
2026-02-24 18:25:40,35.707106,139.704088,103.12,34.30,97.08,0.52,0.48,1
2026-02-24 18:25:40,35.707106,139.704086,103.50,34.48,97.04,0.53,0.47,1
2026-02-24 18:25:40,35.707106,139.704086,104.06,34.48,97.04,0.53,0.47,1
2026-02-24 18:25:40,35.707106,139.704086,104.56,34.48,97.04,0.53,0.47,1
2026-02-24 18:25:41,35.707105,139.704088,104.81,34.29,96.89,0.53,0.47,1
2026-02-24 18:25:41,35.707105,139.704088,105.50,34.29,96.89,0.53,0.47,1
2026-02-24 18:25:41,35.707105,139.704088,105.75,34.29,96.89,0.54,0.46,1
2026-02-24 18:25:41,35.707105,139.704086,105.81,34.47,96.86,0.54,0.46,1
2026-02-24 18:25:41,35.707105,139.704086,105.62,34.47,96.86,0.54,0.46,1
2026-02-24 18:25:42,35.707105,139.704085,105.75,34.56,96.84,0.54,0.46,1
2026-02-24 18:25:42,35.707105,139.704081,105.69,34.92,96.77,0.54,0.46,1
