Timestamp,Lat,Lon,Heading,Dist,TargetAngle,L_Speed,R_Speed,Fix
2026-03-06 13:13:59,30.374726,130.960003,83.88,38.16,173.50,1.00,0.35,1
2026-03-06 13:13:59,30.374726,130.960003,73.44,38.16,173.50,1.00,0.35,1
2026-03-06 13:13:59,30.374726,130.960003,64.88,38.16,173.50,1.00,0.35,1
2026-03-06 13:13:59,30.374726,130.960003,58.31,38.16,173.50,1.00,0.35,1
2026-03-06 13:14:00,30.374726,130.960003,54.38,38.16,173.50,1.00,0.35,1
2026-03-06 13:14:00,30.374725,130.960003,49.25,38.05,173.49,1.00,0.35,1
2026-03-06 13:14:00,30.374725,130.960003,42.94,38.05,173.49,1.00,0.35,1
2026-03-06 13:14:00,30.374725,130.960003,37.56,38.05,173.49,1.00,0.35,1
2026-03-06 13:14:00,30.374725,130.960003,32.69,38.05,173.49,1.00,0.35,1
2026-03-06 13:14:01,30.374725,130.960003,24.31,38.05,173.49,1.00,0.35,1
2026-03-06 13:14:01,30.374725,130.960003,19.00,38.05,173.49,1.00,0.35,1
2026-03-06 13:14:01,30.374725,130.960003,13.56,38.05,173.49,1.00,0.35,1
2026-03-06 13:14:01,30.374725,130.960003,7.12,38.05,173.49,1.00,0.35,1
2026-03-06 13:14:02,30.374725,130.960003,6.56,38.05,173.49,1.00,0.35,1
2026-03-06 13:14:02,30.374723,130.960003,5.81,37.83,173.45,1.00,0.35,1
2026-03-06 13:14:02,30.374723,130.960003,0.00,37.83,173.45,1.00,0.35,1
2026-03-06 13:14:02,30.374723,130.960003,356.44,37.83,173.45,1.00,0.35,1
2026-03-06 13:14:02,30.374723,130.960003,347.94,37.83,173.45,1.00,-0.35,1
2026-03-06 13:14:03,30.374723,130.960001,335.12,37.85,173.16,1.00,-0.35,1
2026-03-06 13:14:03,30.374723,130.960001,326.06,37.85,173.16,1.00,-0.35,1
2026-03-06 13:14:03,30.374723,130.960001,314.88,37.85,173.16,1.00,-0.35,1
2026-03-06 13:14:03,30.374723,130.960001,302.69,37.85,173.16,1.00,-0.35,1
2026-03-06 13:14:04,30.374723,130.960001,288.00,37.85,173.16,1.00,-0.35,1
2026-03-06 13:14:04,30.374721,130.960001,274.19,37.63,173.12,1.00,-0.35,1
2026-03-06 13:14:04,30.374721,130.960001,266.44,37.63,173.12,1.00,-0.35,1
2026-03-06 13:14:04,30.374721,130.960001,253.88,37.63,173.12,1.00,-0.32,1
2026-03-06 13:14:04,30.374721,130.960001,243.31,37.63,173.12,1.00,-0.28,1
2026-03-06 13:14:05,30.374721,130.960001,231.25,37.63,173.12,1.00,-0.23,1
2026-03-06 13:14:05,30.374721,130.960001,217.75,37.63,173.12,1.00,-0.18,1
2026-03-06 13:14:05,30.374721,130.960001,208.94,37.63,173.12,1.00,-0.14,1
2026-03-06 13:14:05,30.374721,130.960001,199.00,37.63,173.12,1.00,-0.10,1
2026-03-06 13:14:06,30.374721,130.960001,190.56,37.63,173.12,1.00,-0.07,1
2026-03-06 13:14:06,30.374718,130.959996,186.38,37.36,172.33,1.00,-0.06,1
2026-03-06 13:14:06,30.374718,130.959996,178.19,37.36,172.33,1.00,0.78,1
2026-03-06 13:14:06,30.374718,130.959996,172.38,37.36,172.33,1.00,0.80,1
2026-03-06 13:14:06,30.374718,130.959996,167.62,37.36,172.33,1.00,0.82,1
2026-03-06 13:14:07,30.374718,130.959996,161.94,37.36,172.33,1.00,0.04,1
2026-03-06 13:14:07,30.374718,130.959996,152.94,37.36,172.33,1.00,0.08,1
2026-03-06 13:14:07,30.374718,130.959996,146.75,37.36,172.33,1.00,0.10,1
2026-03-06 13:14:07,30.374718,130.959996,142.69,37.36,172.33,1.00,0.12,1
2026-03-06 13:14:08,30.374718,130.959996,135.69,37.36,172.33,1.00,0.15,1
2026-03-06 13:14:08,30.374716,130.959996,126.00,37.14,172.28,1.00,0.19,1
2026-03-06 13:14:08,30.374716,130.959996,118.94,37.14,172.28,1.00,0.21,1
2026-03-06 13:14:08,30.374716,130.959996,116.62,37.14,172.28,1.00,0.22,1
2026-03-06 13:14:08,30.374716,130.959996,114.06,37.14,172.28,1.00,0.23,1
2026-03-06 13:14:09,30.374716,130.959996,106.81,37.14,172.28,1.00,0.26,1
2026-03-06 13:14:09,30.374716,130.959996,101.81,37.14,172.28,1.00,0.28,1
2026-03-06 13:14:09,30.374716,130.959996,94.00,37.14,172.28,1.00,0.31,1
2026-03-06 13:14:09,30.374716,130.959996,87.81,37.14,172.28,1.00,0.34,1
2026-03-06 13:14:10,30.374716,130.959996,80.38,37.14,172.28,1.00,0.35,1
2026-03-06 13:14:10,30.374716,130.959995,73.62,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:10,30.374716,130.959995,67.38,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:10,30.374716,130.959995,60.12,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:10,30.374716,130.959995,55.62,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:11,30.374716,130.959995,44.38,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:11,30.374716,130.959995,35.69,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:11,30.374716,130.959995,31.25,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:11,30.374716,130.959995,27.19,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:12,30.374716,130.959995,22.44,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:12,30.374716,130.959995,16.06,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:12,30.374716,130.959995,13.12,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:12,30.374716,130.959995,7.75,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:12,30.374716,130.959995,359.44,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:13,30.374716,130.959995,353.00,37.16,172.13,1.00,0.35,1
2026-03-06 13:14:13,30.374716,130.959995,350.00,37.16,172.13,1.00,-0.35,1
2026-03-06 13:14:13,30.374716,130.959995,345.12,37.16,172.13,1.00,-0.35,1
2026-03-06 13:14:13,30.374716,130.959995,334.00,37.16,172.13,1.00,-0.35,1
2026-03-06 13:14:14,30.374716,130.959995,325.50,37.16,172.13,1.00,-0.35,1
2026-03-06 13:14:14,30.374716,130.959993,312.56,37.18,171.84,1.00,-0.35,1
2026-03-06 13:14:14,30.374716,130.959993,301.31,37.18,171.84,1.00,-0.35,1
2026-03-06 13:14:14,30.374716,130.959993,288.75,37.18,171.84,1.00,-0.35,1
2026-03-06 13:14:14,30.374716,130.959993,275.50,37.18,171.84,1.00,-0.35,1
