Phase,Timestamp,State,Lat,Lon,Heading,TargetAngle,Dist,Roll,Pitch,L_Speed,R_Speed,Fix,RelAlt,AccelNorm,AI_CX,ToF_Dist
3,2026-03-07 10:28:45,SCAN,0,0,0,0,0,5,-36,0.00,0.00,0,0,0,,0.0
3,2026-03-07 10:28:47,SCAN,0,0,0,0,0,5,14,0.00,0.00,0,0,0,,0
3,2026-03-07 10:28:49,SCAN,0,0,0,0,0,2,16,0.00,0.00,0,0,0,,0
3,2026-03-07 10:28:51,SCAN,0,0,0,0,0,1,14,0.00,0.00,0,0,0,,0
3,2026-03-07 10:28:53,SCAN,0,0,0,0,0,0,16,0.00,0.00,0,0,0,,0
3,2026-03-07 10:28:55,SCAN,0,0,0,0,0,0,18,0.00,0.00,0,0,0,,0
3,2026-03-07 10:28:57,SCAN,0,0,0,0,0,-1,17,0.00,0.00,0,0,0,,0
3,2026-03-07 10:28:59,SCAN,0,0,0,0,0,-1,14,0.00,0.00,0,0,0,,0
3,2026-03-07 10:29:02,SCAN,0,0,0,0,0,-1,15,0.00,0.00,0,0,0,,0
3,2026-03-07 10:29:04,SCAN,0,0,0,0,0,-1,16,0.00,0.00,0,0,0,,0
3,2026-03-07 10:29:06,SCAN,0,0,0,0,0,-2,15,0.00,0.00,0,0,0,,0
3,2026-03-07 10:29:06,ALIGN,0,0,0,0,0,-3,16,0.00,0.00,0,0,0,0.797,0
3,2026-03-07 10:29:25,SCAN,0,0,0,0,0,-2,17,0.00,0.00,0,0,0,,0
3,2026-03-07 10:29:25,ALIGN,0,0,0,0,0,-4,13,0.00,0.00,0,0,0,0.700,0
3,2026-03-07 10:29:43,SCAN,0,0,0,0,0,-0,19,0.00,0.00,0,0,0,,0
3,2026-03-07 10:29:44,ALIGN,0,0,0,0,0,-2,16,0.00,0.00,0,0,0,0.647,0
3,2026-03-07 10:30:02,SCAN,0,0,0,0,0,-1,18,0.00,0.00,0,0,0,,0
