Time,Lat,Lon,Heading,TargetDist,TargetBear,MotorL,MotorR,Fix
1765784123.82,0,0,0.00,0.00,0.00,0.00,0.00,0
1765784124.85,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784125.87,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784126.90,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784127.92,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784128.94,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784129.96,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784130.98,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784132.01,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784133.03,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784134.05,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784135.07,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784136.10,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784137.12,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784138.14,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784139.16,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784140.18,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784141.20,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784142.23,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784143.25,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784144.28,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784145.30,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784146.32,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784147.34,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784148.36,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784149.39,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784150.41,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784151.43,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784152.45,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784153.47,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784154.50,0,0,359.94,0.00,0.00,0.00,0.00,0
1765784155.52,0,0,31.25,0.00,0.00,0.00,0.00,0
1765784156.54,0,0,42.00,0.00,0.00,0.00,0.00,0
1765784157.56,0,0,40.81,0.00,0.00,0.00,0.00,0
1765784158.58,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784159.60,0,0,40.12,0.00,0.00,0.00,0.00,0
1765784160.63,0,0,40.44,0.00,0.00,0.00,0.00,0
1765784161.65,0,0,40.50,0.00,0.00,0.00,0.00,0
1765784162.67,0,0,40.06,0.00,0.00,0.00,0.00,0
1765784163.69,0,0,40.19,0.00,0.00,0.00,0.00,0
1765784164.71,0,0,40.88,0.00,0.00,0.00,0.00,0
1765784165.73,0,0,38.06,0.00,0.00,0.00,0.00,0
1765784166.76,0,0,40.50,0.00,0.00,0.00,0.00,0
1765784167.78,0,0,39.12,0.00,0.00,0.00,0.00,0
1765784168.80,0,0,39.88,0.00,0.00,0.00,0.00,0
1765784169.82,0,0,40.06,0.00,0.00,0.00,0.00,0
1765784170.84,0,0,39.56,0.00,0.00,0.00,0.00,0
1765784171.87,0,0,40.00,0.00,0.00,0.00,0.00,0
1765784172.89,0,0,40.38,0.00,0.00,0.00,0.00,0
1765784173.91,0,0,40.44,0.00,0.00,0.00,0.00,0
1765784174.93,0,0,39.69,0.00,0.00,0.00,0.00,0
1765784175.95,0,0,39.69,0.00,0.00,0.00,0.00,0
1765784176.97,0,0,39.81,0.00,0.00,0.00,0.00,0
1765784177.99,0,0,39.81,0.00,0.00,0.00,0.00,0
1765784179.01,0,0,40.00,0.00,0.00,0.00,0.00,0
1765784180.03,0,0,40.25,0.00,0.00,0.00,0.00,0
1765784181.05,0,0,40.31,0.00,0.00,0.00,0.00,0
1765784182.07,0,0,40.31,0.00,0.00,0.00,0.00,0
1765784183.10,0,0,40.56,0.00,0.00,0.00,0.00,0
1765784184.12,0,0,39.50,0.00,0.00,0.00,0.00,0
1765784185.14,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784186.16,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784187.18,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784188.21,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784189.23,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784190.25,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784191.27,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784192.29,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784193.31,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784194.34,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784195.36,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784196.39,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784197.41,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784198.43,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784199.45,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784200.48,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784201.50,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784202.52,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784203.55,0,0,40.62,0.00,0.00,0.00,0.00,0
1765784204.57,0,0,40.62,0.00,0.00,0.00,0.00,0
