Time,Lat,Lon,Heading,TargetDist,TargetBear,MotorL,MotorR,Fix
1765785152.33,0,0,160.56,0.00,0.00,0.00,0.00,0
1765785153.35,0,0,163.25,0.00,0.00,0.00,0.00,0
1765785154.39,0,0,172.00,0.00,0.00,0.00,0.00,0
1765785155.42,0,0,174.62,0.00,0.00,0.00,0.00,0
1765785156.46,0,0,174.31,0.00,0.00,0.00,0.00,0
1765785157.48,0,0,170.44,0.00,0.00,0.00,0.00,0
1765785158.51,0,0,173.12,0.00,0.00,0.00,0.00,0
1765785159.54,0,0,174.25,0.00,0.00,0.00,0.00,0
1765785160.59,0,0,165.94,0.00,0.00,0.00,0.00,0
1765785161.62,0,0,164.44,0.00,0.00,0.00,0.00,0
1765785162.65,0,0,161.94,0.00,0.00,0.00,0.00,0
1765785163.68,0,0,164.31,0.00,0.00,0.00,0.00,0
1765785164.71,0,0,168.50,0.00,0.00,0.00,0.00,0
1765785165.74,0,0,150.81,0.00,0.00,0.00,0.00,0
1765785166.78,0,0,142.50,0.00,0.00,0.00,0.00,0
1765785167.81,0,0,153.94,0.00,0.00,0.00,0.00,0
1765785168.84,0,0,180.62,0.00,0.00,0.00,0.00,0
1765785169.86,0,0,180.25,0.00,0.00,0.00,0.00,0
1765785170.90,0,0,202.38,0.00,0.00,0.00,0.00,0
1765785171.93,0,0,200.75,0.00,0.00,0.00,0.00,0
1765785172.96,0,0,191.94,0.00,0.00,0.00,0.00,0
1765785173.99,0,0,211.12,0.00,0.00,0.00,0.00,0
1765785175.03,0,0,222.62,0.00,0.00,0.00,0.00,0
1765785176.06,0,0,240.75,0.00,0.00,0.00,0.00,0
1765785177.09,0,0,255.94,0.00,0.00,0.00,0.00,0
1765785178.13,0,0,270.12,0.00,0.00,0.00,0.00,0
1765785179.16,0,0,285.12,0.00,0.00,0.00,0.00,0
1765785180.18,0,0,310.69,0.00,0.00,0.00,0.00,0
1765785181.21,0,0,285.75,0.00,0.00,0.00,0.00,0
1765785182.24,0,0,294.31,0.00,0.00,0.00,0.00,0
1765785183.28,0,0,307.62,0.00,0.00,0.00,0.00,0
1765785184.32,0,0,296.25,0.00,0.00,0.00,0.00,0
1765785185.35,0,0,303.88,0.00,0.00,0.00,0.00,0
1765785186.38,0,0,328.19,0.00,0.00,0.00,0.00,0
1765785187.41,0,0,15.44,0.00,0.00,0.00,0.00,0
1765785188.44,0,0,20.69,0.00,0.00,0.00,0.00,0
1765785189.48,0,0,34.38,0.00,0.00,0.00,0.00,0
1765785190.51,0,0,354.88,0.00,0.00,0.00,0.00,0
1765785191.54,0,0,311.50,0.00,0.00,0.00,0.00,0
1765785192.57,0,0,321.31,0.00,0.00,0.00,0.00,0
1765785193.59,0,0,314.38,0.00,0.00,0.00,0.00,0
1765785194.63,0,0,323.81,0.00,0.00,0.00,0.00,0
1765785195.66,0,0,329.75,0.00,0.00,0.00,0.00,0
1765785196.69,0,0,346.38,0.00,0.00,0.00,0.00,0
1765785197.72,0,0,348.62,0.00,0.00,0.00,0.00,0
1765785198.75,0,0,351.06,0.00,0.00,0.00,0.00,0
1765785199.78,0,0,352.12,0.00,0.00,0.00,0.00,0
1765785200.82,0,0,347.19,0.00,0.00,0.00,0.00,0
1765785201.85,0,0,349.69,0.00,0.00,0.00,0.00,0
1765785202.88,0,0,339.62,0.00,0.00,0.00,0.00,0
1765785203.91,0,0,337.31,0.00,0.00,0.00,0.00,0
1765785204.94,0,0,327.56,0.00,0.00,0.00,0.00,0
1765785205.97,0,0,332.31,0.00,0.00,0.00,0.00,0
1765785207.02,0,0,334.44,0.00,0.00,0.00,0.00,0
1765785208.05,0,0,354.56,0.00,0.00,0.00,0.00,0
1765785209.07,0,0,341.00,0.00,0.00,0.00,0.00,0
1765785210.11,0,0,25.31,0.00,0.00,0.00,0.00,0
1765785211.13,0,0,29.25,0.00,0.00,0.00,0.00,0
1765785212.17,0,0,33.50,0.00,0.00,0.00,0.00,0
1765785213.20,0,0,31.25,0.00,0.00,0.00,0.00,0
1765785214.24,0,0,27.88,0.00,0.00,0.00,0.00,0
1765785215.27,0,0,357.25,0.00,0.00,0.00,0.00,0
1765785216.30,0,0,333.94,0.00,0.00,0.00,0.00,0
1765785217.33,0,0,318.25,0.00,0.00,0.00,0.00,0
1765785218.37,0,0,326.81,0.00,0.00,0.00,0.00,0
1765785219.40,0,0,342.00,0.00,0.00,0.00,0.00,0
1765785220.43,0,0,359.50,0.00,0.00,0.00,0.00,0
1765785221.46,0,0,5.69,0.00,0.00,0.00,0.00,0
1765785222.49,0,0,14.31,0.00,0.00,0.00,0.00,0
1765785223.53,0,0,3.94,0.00,0.00,0.00,0.00,0
1765785224.56,0,0,354.38,0.00,0.00,0.00,0.00,0
1765785225.59,0,0,5.94,0.00,0.00,0.00,0.00,0
1765785226.62,0,0,357.31,0.00,0.00,0.00,0.00,0
1765785227.65,0,0,359.44,0.00,0.00,0.00,0.00,0
1765785228.69,0,0,1.31,0.00,0.00,0.00,0.00,0
1765785229.72,0,0,357.44,0.00,0.00,0.00,0.00,0
1765785230.76,0,0,350.81,0.00,0.00,0.00,0.00,0
1765785231.79,0,0,346.75,0.00,0.00,0.00,0.00,0
1765785232.82,0,0,340.00,0.00,0.00,0.00,0.00,0
1765785233.84,0,0,345.62,0.00,0.00,0.00,0.00,0
1765785234.88,0,0,348.62,0.00,0.00,0.00,0.00,0
1765785235.92,0,0,355.25,0.00,0.00,0.00,0.00,0
1765785236.95,0,0,351.62,0.00,0.00,0.00,0.00,0
1765785237.98,0,0,353.44,0.00,0.00,0.00,0.00,0
1765785239.01,0,0,344.62,0.00,0.00,0.00,0.00,0
1765785240.04,0,0,339.88,0.00,0.00,0.00,0.00,0
1765785241.08,0,0,329.88,0.00,0.00,0.00,0.00,0
1765785242.12,0,0,317.69,0.00,0.00,0.00,0.00,0
1765785243.15,0,0,322.75,0.00,0.00,0.00,0.00,0
1765785244.17,0,0,326.69,0.00,0.00,0.00,0.00,0
1765785245.20,0,0,331.25,0.00,0.00,0.00,0.00,0
1765785246.23,0,0,324.88,0.00,0.00,0.00,0.00,0
1765785247.27,0,0,314.12,0.00,0.00,0.00,0.00,0
1765785248.30,0,0,316.56,0.00,0.00,0.00,0.00,0
1765785249.33,0,0,322.25,0.00,0.00,0.00,0.00,0
1765785250.36,0,0,331.25,0.00,0.00,0.00,0.00,0
1765785251.39,0,0,333.56,0.00,0.00,0.00,0.00,0
1765785252.43,0,0,331.62,0.00,0.00,0.00,0.00,0
1765785253.46,0,0,329.25,0.00,0.00,0.00,0.00,0
1765785254.49,0,0,307.50,0.00,0.00,0.00,0.00,0
1765785255.52,0,0,219.69,0.00,0.00,0.00,0.00,0
1765785256.55,0,0,117.50,0.00,0.00,0.00,0.00,0
1765785257.58,0,0,108.81,0.00,0.00,0.00,0.00,0
1765785258.62,0,0,110.62,0.00,0.00,0.00,0.00,0
1765785259.65,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785260.68,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785261.71,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785262.74,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785263.78,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785264.82,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785265.85,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785266.88,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785267.91,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785268.94,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785269.98,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785271.02,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785272.05,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785273.08,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785274.11,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785275.15,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785276.18,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785277.24,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785278.27,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785279.30,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785280.33,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785281.38,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785282.41,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785283.44,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785284.47,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785285.50,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785286.54,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785287.57,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785288.60,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785289.63,0,0,110.81,0.00,0.00,0.00,0.00,0
1765785290.66,0,0,110.81,0.00,0.00,0.00,0.00,0
