Phase,Timestamp,State,Lat,Lon,Heading,TargetAngle,Dist,Roll,Pitch,L_Speed,R_Speed,Fix,RelAlt,AccelNorm,AI_CX,ToF_Dist
2,2026-03-07 10:03:46,TURN,30.375258,130.960158,99.0,157.4,112.89,2,-10,0.00,1.00,1,0,0,,
2,2026-03-07 10:03:46,TURN,30.375258,130.960158,103.2,157.4,112.89,2,2,0.00,1.00,1,0,0,,
2,2026-03-07 10:03:46,TURN,30.375258,130.960158,113.1,157.4,112.89,3,8,0.00,1.00,1,0,0,,
2,2026-03-07 10:03:46,TURN,30.375258,130.960158,120.4,157.4,112.89,4,10,0.00,1.00,1,0,0,,
2,2026-03-07 10:03:47,TURN,30.375258,130.960158,127.3,157.4,112.89,4,9,0.00,1.00,1,0,0,,
2,2026-03-07 10:03:47,TURN,30.375258,130.960158,136.6,157.4,112.83,4,9,0.00,1.00,1,0,0,,
2,2026-03-07 10:03:47,TURN,30.375257,130.960159,140.1,157.4,112.78,4,9,0.00,1.00,1,0,0,,
2,2026-03-07 10:03:47,TURN,30.375257,130.960159,142.8,157.4,112.72,4,10,0.00,1.00,1,0,0,,
2,2026-03-07 10:03:47,TURN,30.375256,130.960160,145.6,157.4,112.67,4,9,0.00,1.00,1,0,0,,
2,2026-03-07 10:03:48,DRIVE,30.375256,130.960160,156.3,157.4,112.61,4,8,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:48,DRIVE,30.375256,130.960160,162.2,157.4,112.61,4,13,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:48,DRIVE,30.375256,130.960160,161.8,157.4,112.61,4,14,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:48,DRIVE,30.375256,130.960160,161.9,157.4,112.61,5,12,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:49,DRIVE,30.375256,130.960160,164.5,157.4,112.61,4,14,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:49,DRIVE,30.375256,130.960160,165.2,157.4,112.61,2,13,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:49,DRIVE,30.375256,130.960160,170.6,157.4,112.61,0,16,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:49,DRIVE,30.375256,130.960160,169.8,157.4,112.61,-0,13,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:49,DRIVE,30.375256,130.960160,167.9,157.4,112.61,0,17,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:50,DRIVE,30.375256,130.960160,166.8,157.4,112.60,1,14,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:50,DRIVE,30.375256,130.960160,164.8,157.4,112.60,2,13,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:50,DRIVE,30.375256,130.960161,164.1,157.4,112.59,3,14,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:50,DRIVE,30.375256,130.960161,164.8,157.4,112.58,3,17,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:51,DRIVE,30.375256,130.960161,165.2,157.5,112.57,2,18,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:51,DRIVE,30.375256,130.960161,163.5,157.4,112.55,2,19,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:51,DRIVE,30.375256,130.960161,165.4,157.4,112.53,3,19,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:51,DRIVE,30.375255,130.960161,164.9,157.4,112.51,3,22,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:51,DRIVE,30.375255,130.960161,164.3,157.4,112.49,3,22,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:52,DRIVE,30.375255,130.960161,165.1,157.4,112.47,3,14,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:52,DRIVE,30.375255,130.960161,166.2,157.4,112.47,1,8,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:52,DRIVE,30.375255,130.960161,166.2,157.4,112.47,2,13,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:52,DRIVE,30.375255,130.960161,166.2,157.4,112.47,2,11,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:53,DRIVE,30.375255,130.960161,169.8,157.4,112.47,3,11,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:53,TURN,30.375255,130.960161,173.2,157.4,112.43,3,17,1.00,0.00,1,0,0,,
2,2026-03-07 10:03:53,TURN,30.375254,130.960161,168.3,157.4,112.39,1,16,1.00,0.00,1,0,0,,
2,2026-03-07 10:03:53,DRIVE,30.375254,130.960161,161.8,157.4,112.35,1,15,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:53,DRIVE,30.375253,130.960161,161.4,157.4,112.31,2,17,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:54,DRIVE,30.375253,130.960161,165.6,157.4,112.27,2,12,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:54,DRIVE,30.375253,130.960161,171.8,157.4,112.27,-1,11,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:54,TURN,30.375253,130.960161,174.0,157.4,112.27,-2,11,1.00,0.00,1,0,0,,
2,2026-03-07 10:03:54,TURN,30.375253,130.960161,169.1,157.4,112.27,-3,9,1.00,0.00,1,0,0,,
2,2026-03-07 10:03:55,DRIVE,30.375253,130.960161,163.9,157.4,112.27,-3,10,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:55,DRIVE,30.375253,130.960161,163.2,157.4,112.25,-2,12,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:55,DRIVE,30.375253,130.960162,165.7,157.4,112.24,-2,9,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:55,DRIVE,30.375253,130.960162,167.3,157.4,112.22,0,13,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:55,DRIVE,30.375253,130.960163,170.6,157.5,112.21,-1,13,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:56,TURN,30.375253,130.960163,174.3,157.5,112.15,-0,11,1.00,0.00,1,0,0,,
2,2026-03-07 10:03:56,TURN,30.375252,130.960163,166.0,157.5,112.11,2,2,1.00,0.00,1,0,0,,
2,2026-03-07 10:03:56,DRIVE,30.375252,130.960163,160.4,157.4,112.07,0,6,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:56,DRIVE,30.375251,130.960163,158.8,157.4,112.03,0,11,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:57,DRIVE,30.375251,130.960163,160.6,157.4,111.99,-1,10,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:57,DRIVE,30.375251,130.960163,162.7,157.4,111.99,-0,12,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:57,DRIVE,30.375251,130.960163,164.6,157.4,111.99,-1,13,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:57,DRIVE,30.375251,130.960163,163.9,157.4,111.99,0,15,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:57,DRIVE,30.375251,130.960163,164.5,157.4,111.99,1,20,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:58,DRIVE,30.375251,130.960163,165.0,157.4,111.99,1,18,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:58,DRIVE,30.375251,130.960163,164.4,157.4,111.99,1,20,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:58,DRIVE,30.375251,130.960163,165.4,157.4,111.99,0,18,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:58,DRIVE,30.375251,130.960163,164.9,157.4,111.99,1,18,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:59,DRIVE,30.375251,130.960163,164.9,157.4,111.99,1,17,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:59,DRIVE,30.375251,130.960163,164.7,157.5,111.97,1,17,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:59,DRIVE,30.375251,130.960164,166.0,157.5,111.96,2,17,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:59,DRIVE,30.375251,130.960164,164.8,157.5,111.94,2,20,1.00,1.00,1,0,0,,
2,2026-03-07 10:03:59,DRIVE,30.375251,130.960165,165.1,157.5,111.93,2,21,1.00,1.00,1,0,0,,
2,2026-03-07 10:04:00,DRIVE,30.375251,130.960165,167.6,157.5,111.91,2,19,1.00,1.00,1,0,0,,
2,2026-03-07 10:04:00,DRIVE,30.375251,130.960165,171.1,157.5,111.91,-0,14,1.00,1.00,1,0,0,,
2,2026-03-07 10:04:00,TURN,30.375251,130.960165,174.6,157.5,111.91,-2,16,1.00,0.00,1,0,0,,
2,2026-03-07 10:04:00,TURN,30.375251,130.960165,172.6,157.5,111.91,-3,16,1.00,0.00,1,0,0,,
2,2026-03-07 10:04:01,TURN,30.375251,130.960165,171.0,157.5,111.91,-3,16,1.00,0.00,1,0,0,,
2,2026-03-07 10:04:01,TURN,30.375251,130.960165,169.4,157.5,111.91,-4,16,1.00,0.00,1,0,0,,
2,2026-03-07 10:04:01,TURN,30.375251,130.960165,167.9,157.5,111.91,-4,16,1.00,0.00,1,0,0,,
2,2026-03-07 10:04:01,TURN,30.375251,130.960165,166.3,157.5,111.91,-4,16,1.00,0.00,1,0,0,,
