Phase,Timestamp,State,Lat,Lon,Heading,TargetAngle,Dist,Roll,Pitch,L_Speed,R_Speed,Fix,RelAlt,AccelNorm,AI_CX,ToF_Dist
2,2026-03-07 08:53:06,TURN,30.375306,130.960341,0.0,30.6,33.34,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:06,TURN,30.375306,130.960341,0.0,30.6,33.34,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:06,TURN,30.375306,130.960341,0.0,30.6,33.34,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:06,TURN,30.375306,130.960341,0.0,30.6,33.34,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:07,TURN,30.375306,130.960341,0.0,30.6,33.34,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:07,TURN,30.375306,130.960341,0.0,30.6,33.34,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:07,TURN,30.375306,130.960341,0.0,30.6,33.34,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:07,TURN,30.375306,130.960341,0.0,30.6,33.34,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:07,TURN,30.375306,130.960341,0.0,30.6,33.34,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:08,TURN,30.375306,130.960341,0.0,30.7,33.30,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:08,TURN,30.375307,130.960341,0.0,30.7,33.26,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:08,TURN,30.375307,130.960341,0.0,30.7,33.22,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:08,TURN,30.375308,130.960341,0.0,30.8,33.18,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:09,TURN,30.375308,130.960341,0.0,30.8,33.15,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:12,TURN,30.375308,130.960341,0.0,30.9,33.17,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:13,TURN,30.375308,130.960340,0.0,30.9,33.17,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:13,TURN,30.375308,130.960340,0.0,30.9,33.18,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:13,TURN,30.375308,130.960340,0.0,31.0,33.15,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:13,TURN,30.375309,130.960340,0.0,31.0,33.10,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:13,TURN,30.375309,130.960341,0.0,31.0,33.05,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:14,TURN,30.375310,130.960341,0.0,31.0,33.00,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:14,TURN,30.375310,130.960341,0.0,31.0,32.95,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:14,TURN,30.375310,130.960341,0.0,31.0,32.95,0,0,0.00,1.00,1,0,0,,
2,2026-03-07 08:53:14,TURN,30.375310,130.960341,0.0,31.0,32.95,0,0,0.00,1.00,1,0,0,,
