Time,Pressure_hPa,Temp_C,Abs_Alt_m,Rel_Alt_m,State,Status_Message
2026-02-27 19:49:04.728238,1008.34,22.23,40.97,0.02,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:04.831395,1008.34,22.22,40.98,0.03,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:04.934462,1008.34,22.22,40.98,0.03,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:05.037432,1008.34,22.22,40.98,0.02,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:05.140349,1008.34,22.22,40.97,0.02,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:05.243531,1008.34,22.22,40.97,0.02,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:05.346823,1008.34,22.22,40.99,0.03,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:05.449876,1008.34,22.21,41.00,0.04,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:05.552831,1008.33,22.21,41.01,0.05,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:05.655788,1008.33,22.21,41.01,0.06,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:05.758849,1008.34,22.21,41.00,0.04,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:05.862087,1008.33,22.21,41.00,0.05,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:05.965113,1008.34,22.21,40.98,0.03,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:06.068626,1008.34,22.21,40.98,0.03,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:06.172423,1008.33,22.21,41.00,0.05,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:06.276080,1008.33,22.20,41.01,0.06,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:06.379966,1008.34,22.20,41.00,0.05,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:06.483744,1008.34,22.21,41.00,0.04,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:06.587343,1008.34,22.21,40.98,0.03,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:06.691008,1008.34,22.20,40.99,0.04,STANDBY,Waiting for ascent (> 12.0m)
2026-02-27 19:49:06.794798,1008.34,22.20,40.99,0.04,STANDBY,Waiting for ascent (> 12.0m)
